IDПользователя;?id чека;Цена
2ed814a945ea2317356c2603c848e02b;30f03f5763194d1c85a1318f9bfaac16;9990.0
2eec14613e3382001e8b05d4ed856bb3;14e6c12bc3669cd0f94b3d905f417c77;999.0
2eec14613e3382001e8b05d4ed856bb3;1f923329380fb9414952b58f6a7bf187;169.0
2f2d32feec44fa7beaf0455d71ccde57;0c9485d01b9633fef15e1b1613ff3ad2;1990.0
2f5365111deb370dabb0b86d4d306488;33502989e33755c6cc87a007e27ca8e0;35.54
2f5365111deb370dabb0b86d4d306488;3fc6bec5e974030ca023781e01467309;47.3
2f83e0b2776e61a7de08ebdcefe37bd3;281290f1f21aa0d460c0d38da02f932c;44.69
2f9fc03f10b68bb289cc250e25bf7cae;3ac931576cadd9024f44c5f422310385;1229.0
2fd6773be058192530422e080d572d5f;4c2089a12a52544c5624c0e81a4e2ac0;13990.0
2feaec2d3c6ac1e76d4329cc619b7e39;26bae275a43015f607fab3327e9d85f9;1490.0
3043fbadaa9faa51adda15aa2b8e47b9;509f38389d19f0e52df7f88ae0ccc2fe;1490.0
304bdaf11c7c156ec43088755878859d;1ccba32436fdc62c8cf83bdc27d9aafa;37.9
304c9b2f2b5f94cd279de2fabdae980e;16ec07d6247df6b9167934a9a2cac5a8;119.9
304c9b2f2b5f94cd279de2fabdae980e;16ec07d6247df6b9167934a9a2cac5a8;119.9
311d828b7a77a0fbdbec39622635a323;0f0126caf86c8bf9c57d476497ba8d51;149.9
313ed35ebba709002d2323077e07c895;2a45aa7325fde241b1c4c4e0a8b4ad4d;8491.0
316fd0fa308de2045ad9354f5ad99080;4e5a66ed607f449632b3511446bc3beb;55.0
32600a54c21be85c372e74ffef5a788b;176648154f5131d15bd2bbdd63d3d8cc;37.9
32cf7fa0a9cd00bd2474e4992c6a5d5f;50a569e691a3cf3b45aca2b01931ecec;97.49
32d96bc68e6032e9e5d4c084477f82da;3d35b9d2b20bf0770dd74b72f05e125b;460.0
3345ec11480977594c6dcea052ef7182;039b30195353a6a921d937d2404137c9;75.09
3345ec11480977594c6dcea052ef7182;039b30195353a6a921d937d2404137c9;71.69
336c99f93edfdd1a89266fca3090fe3e;178a6c80386d2eadaea9e3b5224f7a04;79.9
33a8d330da2de08b9f08bb29eeabedbd;21434503fe57b0bd6ba0851001c3a0b2;149.0
342658dbe6728d125fed3c482d10f0d8;16ed733741de211a0c9c8c662d219906;679.2
343269e600e7eec476bfd8f1643c812f;01cc5bc7b17103280c8b6408cf0da94c;39.9
3445702efd49c0eb397e7fe3b9cdf941;09a10b3d82cf9c90def1b5942f8c0a2a;361.0
3485fb726866d5c984a620c2c29575b0;2c903a7f1984a651673db2bbd8ceb00e;995.0
34bc7777108d415cfba2596d90842882;1ab0c34297c33a2e133d98472388039b;9990.0
34bf7bf2594710f198fb6e71e6f64ad8;0be9df4e90c6a3a31a2461da39e0af54;129.0
34c11659f2dfc620ca8cbea138e7b117;0c0bf1ce8a39d034537fa65f2b1760df;89.0
34c23101a8253b015f322ac7ef91a515;0a58c86b59d66dc685528ea73a64df27;999.0
34c23101a8253b015f322ac7ef91a515;11f794e4632d03958a732f613ffee8d1;679.2
34c23101a8253b015f322ac7ef91a515;147e348581c5ec713c5891293611fb11;43.0
34dfcbdc3070408ff2324417e89e0992;315727ba819eb3e5cb1d41b854d200d2;102.7
352ccd1849c9f456ff8b9ef522a4a7f5;20990816c3c3d8bcf59b59be4c4d0b6f;742.0
352ccd1849c9f456ff8b9ef522a4a7f5;20990816c3c3d8bcf59b59be4c4d0b6f;825.0
355bdb5be953faa9ead0a5713c07e780;2c9c9605b659b09508b4c08efc16bb40;1190.0
35e10fbc66627d6523cee69c3b590828;3e951c3822afc85b4f826907f903030e;5990.0
3667b06220a35f5fc1151d56afb8b939;11d31b0f05d5931851037057ba9e6e7d;55.0
3681b41884d5b4fb0c894abbfdbf60d0;2cc3f72955dd80fbd1636de9ec1473c9;47.1
3681b41884d5b4fb0c894abbfdbf60d0;2cc3f72955dd80fbd1636de9ec1473c9;32.0
36ea4c9e73af00abc985d30ed1dd1399;0df5f372fce08f1e812eaccd3900c6c5;33.69
37088f583f957bc11e72ee13ff4b7116;11c98105e1650ee096b80eadc41f5d01;37.9
375287152fea599e1185dc78fc2d6b30;4e49282dea59d491ad2097f18994673e;16499.0
3779f625f757ba4af4d1d64099dc9895;38f6ccf560172f9cfee85ff9059f20b8;999.0
3791598f4c2e945ac0ab04c2db83dc75;295eb00982b5c2fe816f35703642e8a7;47.9
37b07c09797b50fc6475f7a1682e1c50;0ca1d0c74c7c499c658e36d801f00abe;799.99
385c74cbaaf6a21dd53857dd58dd0c02;1e803dd1cc7c5d1a694c017616ed9045;129.99
387f2f864db625cd2f8e6e9b11075fa4;47475c0acba9cfe4455594a2172c29af;46.7
38c4e3558c587e51e09a633f5523d9af;23eba57f76dc93aaf558261d95e6aa9f;754.63
38cd12120513479c1e2aa19e2e001943;413dbed9299f220fc301b66d093136f0;8991.0
38ce3656109f2d74fa75736089fb0b74;2485fc849e5a62de0920f9626841a1f7;33.69
38dda5b67fa4ad2a50b1a013aa8d1a6b;17d3371ccb4430ae57ed50ed18cca6ef;45.3
3935f04399537f46429ae6a363f890ed;0db24d5eda0fa4a6b7ab6e274e4542a5;9790.0
3954e2c05833d7eeb92238cd0c3a7c00;4ff0da60879e9a064a3daf9d395a2fc0;67.9
3a1ac15c4a6384728637b820fdedd5be;4652557c697f0f9fa9af20822bd900e5;809.0
3a2cefc62e3c31018d86306e2a79a866;3e70eb74fb27670d6bad894fcecedacb;1799.0
3a46edc7afa22b1ae699ef54464e1711;244d5375a5b18e020242a96a0857c7b7;108.99
3a49e9e981e96164e4f2dd1328c65a35;28b7234270001dfbd099ca90a08d8560;92.9
3a6645c418bcaf806231dc2f5558a650;0eaeb5bfb385c094b7c72df4b42aea0a;159.0
3af08aec83375fda62be0be22ef304c8;142fc82c4c84d63e1a0177ccbb70b84d;55.0
3af08aec83375fda62be0be22ef304c8;142fc82c4c84d63e1a0177ccbb70b84d;99.0
3b0bb2b339aade0f13a5f4458cb4be7a;33a8f50a614bf06ad54b7c7eddbe92ba;1393.0
3b0f1df38ec5d837a07a4636a52cb44e;31e47445c9d3c5be87f24ecc2e25e34e;135.2
3b20324a42c9cd398aa95c4c1e46cfdf;3074336046c949cb405d5fecdc69752a;38.19
3b4c96c2cc0dc2e4438ae316e94225ae;055dd642734edbefb23b612ca92c9ce2;1213.0
3b4c96c2cc0dc2e4438ae316e94225ae;055dd642734edbefb23b612ca92c9ce2;1266.0
3b6fd2a22689bb29d920a12ad2f6b6ca;3adf1e3814e0a11c5e166036db96b92f;9990.0
3b6fd2a22689bb29d920a12ad2f6b6ca;3adf1e3814e0a11c5e166036db96b92f;9990.0
3ba28addb48c81e0695a7e3f313264f8;458be66826bf4dfda4c59c85aa968817;9550.0
3bc0a265691f393b790f8c431c433367;171a9e434cc971c1e47cd890dc23be5d;5640.0
3be683bde2fa24b0cc6e261a843706ac;395ef619662fdf3541d64ac68802eb7c;8999.0
3c167a870907a8cf71361b4a496c1a9f;16f17776fccf0158af9e71af1ac685ce;127.17
3c45a68a5d378193014e9faf88e7019e;379d8d8e7dfd4c69e305055088287da2;134.9
3c45a68a5d378193014e9faf88e7019e;4231fef559b2cf525d97617d4b1dc481;149.9
3d14adedff8829d28025f5687d8615f1;2f45433cf6f97a2f3e7b8eb757298488;1199.0
3d7f6132d06cde0ae8ffd9128ac493be;3435c39446657603d12f4790b1d5ae17;1976.0
3d7f6132d06cde0ae8ffd9128ac493be;3435c39446657603d12f4790b1d5ae17;983.0
3d94116ca0a063e6b7e6b49f1ea88c30;13b2d1aec73ba93b5cfd76b03be6a0cc;149.9
3deae89300a5a06fda2eaf02b953af3d;1f5f8993dd20ad9fd67f6e10da8d37fe;55.0
3e1f80a0e36091616d794532aaf4734d;4118228c607cd76555eb51f84738d102;33.69
3e825dee7afe470cfcd005eda8d52e6e;47709a2208e3456bac1758741264ca6d;545.0
3e93fb9eeddf9dd6cf93c5be82b3e374;05a6642c61957c0f283ca6287c902ad0;160.55
3e93fb9eeddf9dd6cf93c5be82b3e374;05a6642c61957c0f283ca6287c902ad0;180.5
3e93fb9eeddf9dd6cf93c5be82b3e374;05a6642c61957c0f283ca6287c902ad0;65.55
3e9d5c9c169ca76355d4c148cf57606e;0c42c5a64e54197805d2dd7569787855;1092.0
3edac66f956f6a1620ffdcc8ae4e232b;47758113867d832ad6ffe8db7241aa82;169.0
3f149071539efe8e3185f49d73dd58ca;207a2c4c596054d99e9adfb79f867596;620.02
3f5564665e365d61f8a077ec55e0a31a;162b8368b4a4a0eca80fda93e8cc6e4f;745.0
3f5f7fe5f54ef4550ee3c1e9a4decc85;04a4c8fb45aae29402231ccac5322a54;149.0
3f68d03d2579b715085a592cf325924f;2762d9b2f846e194eec3b0652a7cb361;1990.0
401943f44a7e82223cdd21bbcf701850;07fd4ec72aa91ef42dff6e0b0e2ea9e3;169.0
4029889252cc8ea0f67e00a8f20867e3;291c93ef0c37985ca62d47493bebf618;37.9
40992258df3f3361d0c9f668bd2b94b0;1c6aa7e2d64944f739ecb210acae8f5e;169.0
40b2e95571f5e09bf4607e03d08662a5;2eb3a10b7428c99eb0f928d8c97055ef;149.0
4104abb628b944cb3dc413efdc3fe48d;13c8140c5bd12add38edf8905e29fad2;49.9
411232443511bdca970b58d251282dd6;3d95bb9900130ca55b149504f8922102;39.09
414edc4a96ad52d72810f669e8efd25d;3ce9cdf469f9fe7502583322efb843c2;999.0
